ID		PT-BR NAME			EN NAME
15332		Sobrecarregamento (4)			Overload (4)
15333		Sobrecarregamento (3)			Overload (3)
15334		Sobrecarregamento (2)			Overload (2)
15335		Sobrecarregamento (1)			Overload (1)
15336		Chapéu de sargento			Serjeant cap
15337		Chapéu de comandante			Commander cap
15338		Chapéu de marechal			War-chief cap
15339		Chapéu de Lorde Marshal			Lord marshal cap
15340		Arianwyn			Arianwyn
15341		Cristal de teleporte neutro			Blank teleport crystal
15342		Cristal de teleporte encantado			Enchanted teleport crystal
15343		Notas			Notes
15344		Relatório			Report
15345		Capa de Ardonha 1			Ardougne cloak 1
15346		Lâmpada antiga			Antique lamp
15347		Capa de Ardonha 2			Ardougne cloak 2
15348		Lâmpada antiga			Antique lamp
15349		Capa de Ardonha 3			Ardougne cloak 3
15350		Lâmpada antiga			Antique lamp
15351		Lâmpada antiga			Antique lamp
15352		Capa de teia			Web cloak
15353		Ahhh			Eek
15354		Esferas do chamado			Calling beads
15355		Pergaminho da Banshee Campeã			Banshee Champion's scroll
15356		Pergaminho do Monstro Espectral Campeão			Aberrant Spectre Champion's scroll
15357		Pergaminho da Múmia Campeã			Mummy Champion's scroll
15358		Pergaminho do Gnomo Campeão			Gnome Champion's scroll
15359		Pergaminho do Leprechaun Campeão			Leprechaun Champion's scroll
15360		Pergaminho do saber			Scroll of knowledge
15361		Talisman			Talisman
15362		Pacote de frasco			Vial pack
15363		Pacote de frasco de água			Vial of water pack
15364		Pacote de olho de salamandra			Eye of newt pack
15365		Pacote de carne de pássaro crua			Raw bird meat pack
15366		Pacote de cestas			Basket pack
15367		Pacote de saco vazio			Empty sack pack
15368		Estátua			Statue
15373		Cachimbo de Roddeck			Roddeck's pipe
15374		Lupa			Magnifying glass
15375		Chester cru			Raw turkey
15376		Picture			Picture
15377		Dr. Nabanik			Dr nabanik
15378		Ícone das Catacumbas			Barrows icon
15379		Orbe de calor			Heat globe
15380		Orbe de calor			Heat globe
15381		Orbe de calor			Heat globe
15382		Orbe de calor			Heat globe
15383		Orbe de calor imperfeito			Imperfect heat globe
15384		Orbe de calor			Heat globe
15385		Relíquia			Relic
15386		Chifre glacial			Frostenhorn
15387		Mochila arruinada			Ruined backpack
15388		Velha carta			Battered letter
15389		Lâmpada de experiência			Experience lamp
15390		Lâmpada de combate			Combat lamp
15391		Antigo hinário			Ancient hymnal
15392		Atestado de restauração			Restoration certificate
15393		Pingente do Ali (1)			Ali's pendant (1)
15394		Pingente do Ali (2)			Ali's pendant (2)
15395		Pingente do Ali (3)			Ali's pendant (3)
15396		Pingente do Ali (4)			Ali's pendant (4)
15397		Pingente do Ali (5)			Ali's pendant (5)
15398		Anel Cruel (5)			Ferocious ring (5)
15399		Anel Cruel (4)			Ferocious ring (4)
15400		Anel Cruel (3)			Ferocious ring (3)
15401		Anel Cruel (2)			Ferocious ring (2)
15402		Anel Cruel (1)			Ferocious ring (1)
15403		Balmung			Balmung
15404		Tabuleta da profecia - farol			Prophecy tablet (lighthouse)
15405		Tabuleta da profecia - ninho			Prophecy tablet (hatchery)
15406		Tabuleta da profecia - lunar			Prophecy tablet (lunar)
15407		Tabuleta da profecia - cavernas			Prophecy tablet (caves)
15408		Carta			Letter
15409		Picture			Picture
15410		Ossos antigos			Ancient bones
15411		Manual do Cozin-o-mático			Cook-o-matic manual
15412		Ovo bem grande			Super large egg
15413		Leite de qualidade.			Top-quality milk
15414		Farinha extra fina			Extra fine flour
15415		Lã preta			Black wool
15416		Novelo de lã preta			Ball of black wool
15417		Martelo de estaca			Stake hammer
15418		Amuleto de gelo(09)			Ice amulet(09)
15419		Lençóis			Bedsheets
15420		Presente			Present
15421		Correntes			Chains
15422		Capuz fantasmagórico			Christmas ghost hood
15423		Blusa fantasmagórica			Christmas ghost top
15424		Blusa fantasmagórica			Christmas ghost top
15425		Saia fantasmagórica			Christmas ghost bottoms
15426		Pirulito			Candy cane
15427		Balde de água gelada			Bucket of icy water
15428		Coxa de peru assado			Turkey drumstick
15429		Batatas grelhadas			Roast potatoes
15430		Rocambole			Yule log
15431		Chá de uva			Mulled wine
15432		Capa vermelha			Red cape
15433		Capa azul			Blue cape
15434		Capa vermelha			Red cape
15435		Capa azul			Blue cape
15436		Combustível elemental			Elemental fuel
15437		Lajota			Stone slab
15438		Tridente da penitência			Penance trident
15439		Berrante da penitência			Penance horn
15440		Berrante de mestre da penitência			Penance master horn
15441		Chicote abissal			Abyssal whip
15442		Chicote abissal			Abyssal whip
15443		Chicote abissal			Abyssal whip
15444		Chicote abissal			Abyssal whip
15445		Atacante nív 1			Attacker lvl 1
15446		Atacante nív 2			Attacker lvl 2
15447		Atacante nív 3			Attacker lvl 3
15448		Atacante nív 4			Attacker lvl 4
15449		Atacante nív 5			Attacker lvl 5
15450		Coletor nív 1			Collector lvl 1
15451		Coletor nív 2			Collector lvl 2
15452		Coletor nív 3			Collector lvl 3
15453		Coletor nív 4			Collector lvl 4
15454		Coletor nív 5			Collector lvl 5
15455		Defensor nív 1			Defender lvl 1
15456		Defensor nív 2			Defender lvl 2
15457		Defensor nív 3			Defender lvl 3
15458		Defensor nív 4			Defender lvl 4
15459		Defensor nív 5			Defender lvl 5
15460		Curandeiro nív 1			Healer lvl 1
15461		Curandeiro nív 2			Healer lvl 2
15462		Curandeiro nív 3			Healer lvl 3
15463		Curandeiro nív 4			Healer lvl 4
15464		Curandeiro nív 5			Healer lvl 5
15465		Ingresso de Ataque Bárbaro - onda 2			Barbarian assault ticket - wave 2
15466		Ingresso de Ataque Bárbaro - onda 3			Barbarian assault ticket - wave 3
15467		Ingresso de Ataque Bárbaro - onda 4			Barbarian assault ticket - wave 4
15468		Ingresso de Ataque Bárbaro - onda 5			Barbarian assault ticket - wave 5
15469		Ingresso de Ataque Bárbaro - onda 6			Barbarian assault ticket - wave 6
15470		Ingresso de Ataque Bárbaro - onda 7			Barbarian assault ticket - wave 7
15471		Ingresso de Ataque Bárbaro - onda 8			Barbarian assault ticket - wave 8
15472		Ingresso de Ataque Bárbaro - onda 9			Barbarian assault ticket - wave 9
15473		Ingresso de Ataque Bárbaro - onda 10			Barbarian assault ticket - wave 10
15474		Capa azul			Blue cape
15475		Runas de combinação			Combination runes
15476		Ferramenta de Edvin			Edvin's tool
15477		Esmeralda encantada			Enchanted emerald
15478		Cabeça do guardião			Guardian head
15479		Corpo do guardião			Guardian body
15480		Brasões dos guardiões			Guardian arms
15481		Pernas de guardião			Guardian legs
15482		Essência rúnica			Rune essence
15483		Guardião rúnico			Rune guardian
15484		Globo de visão			Orb of oculus
15485		Tridente do mestre penitente			Penance master trident
15486		Cajado da luz			Staff of light
15488		Abracamáscara			Hexcrest
15490		Visão focalizada			Focus sight
15492		Elmo ext. completo			Full slayer helmet
15496		Elmo ext. completo (e)			Full slayer helmet (e)
15497		Elmo do exterminador completo (carregado)			Full slayer helmet (c)
15498		Vermetanque do Deserto			Desert strykewyrm
15499		Vermetanque da Selva			Jungle strykewyrm
15500		Vermetanque de Gelo			Ice strykewyrm
15501		Kit de Evocação			Box of summoning ingredients
15503		Camisa real			Royal shirt
15505		Calças reais			Royal leggings
15507		Cetro real			Royal sceptre
15509		Coroa real			Royal crown
15511		Amuleto real			Royal amulet
15513		Pote de pestinha espiritual			Spirit impling jar
15515		Pote de pestinha zumbi			Zombie impling jar
15517		Pote de pestinha real			Kingly impling jar
15519		Camisa real			Royal shirt
15520		Lista da Estátua de Dahmaroc			Statue of Dahmaroc list
15521		Pedestal da estátua			Statue plinth
15522		Rocha estranha (Agilidade)			Strange rock (Agility)
15523		Rocha estranha (Agilidade)			Strange rock (Agility)
15524		Rocha estranha (Herbologia)			Strange rock (Herblore)
15525		Rocha estranha (Herbologia)			Strange rock (Herblore)
15526		Rocha estranha (Roubo)			Strange rock (Thieving)
15527		Rocha estranha (Roubo)			Strange rock (Thieving)
15528		Rocha estranha (Artesanato)			Strange rock (Crafting)
15529		Rocha estranha (Artesanato)			Strange rock (Crafting)
15530		Rocha estranha (Criação de Runas)			Strange rock (Runecrafting)
15531		Rocha estranha (Criação de Runas)			Strange rock (Runecrafting)
15532		Rocha estranha (Mineração)			Strange rock (Mining)
15533		Rocha estranha (Mineração)			Strange rock (Mining)
15534		Rocha estranha (Metalurgia)			Strange rock (Smithing)
15535		Rocha estranha (Metalurgia)			Strange rock (Smithing)
15536		Rocha estranha (Pesca)			Strange rock (Fishing)
15537		Rocha estranha (Pesca)			Strange rock (Fishing)
15538		Rocha estranha (Culinária)			Strange rock (Cooking)
15539		Rocha estranha (Culinária)			Strange rock (Cooking)
15540		Rocha estranha (Arte do Fogo)			Strange rock (Firemaking)
15541		Rocha estranha (Arte do Fogo)			Strange rock (Firemaking)
15542		Rocha estranha (Corte de Lenha)			Strange rock (Woodcutting)
15543		Rocha estranha (Corte de Lenha)			Strange rock (Woodcutting)
15544		Rocha estranha (Arco e Flecha)			Strange rock (Fletching)
15545		Rocha estranha (Arco e Flecha)			Strange rock (Fletching)
15546		Rocha estranha (Agricultura)			Strange rock (Farming)
15547		Rocha estranha (Agricultura)			Strange rock (Farming)
15548		Rocha estranha (Construção)			Strange rock (Construction)
15549		Rocha estranha (Construção)			Strange rock (Construction)
15550		Rocha estranha (Caça)			Strange rock (Hunter)
15551		Rocha estranha (Caça)			Strange rock (Hunter)
15552		Pedaço da réplica da estátua			Replica statue piece
15553		Pedaço da réplica da estátua			Replica statue piece
15554		Pedaço da réplica da estátua			Replica statue piece
15555		Pedaço da réplica da estátua			Replica statue piece
15556		Pedaço da réplica da estátua			Replica statue piece
15557		Pedaço da réplica da estátua			Replica statue piece
15558		Pedaço da réplica da estátua			Replica statue piece
15559		Pedaço da réplica da estátua			Replica statue piece
15560		Pedaço da réplica da estátua			Replica statue piece
15561		Pedaço da réplica da estátua			Replica statue piece
15562		Pedaço da réplica da estátua			Replica statue piece
15563		Pedaço da réplica da estátua			Replica statue piece
15564		Pedaço da réplica da estátua			Replica statue piece
15565		Pedaço da réplica da estátua			Replica statue piece
15566		Pedaço da réplica da estátua			Replica statue piece
15567		Pedaço da réplica da estátua			Replica statue piece
15568		Pedaço da réplica da estátua			Replica statue piece
15569		Pedaço da réplica da estátua			Replica statue piece
15570		Pedaço da réplica da estátua			Replica statue piece
15571		Pedaço da réplica da estátua			Replica statue piece
15572		Pedaço da réplica da estátua			Replica statue piece
15573		Pedaço da réplica da estátua			Replica statue piece
15574		Pedaço da réplica da estátua			Replica statue piece
15575		Pedaço da réplica da estátua			Replica statue piece
15576		Pedaço da réplica da estátua			Replica statue piece
15577		Pedaço da réplica da estátua			Replica statue piece
15578		Pedaço da réplica da estátua			Replica statue piece
15579		Pedaço da réplica da estátua			Replica statue piece
15580		Pedaço da réplica da estátua			Replica statue piece
15581		Pedaço da réplica da estátua			Replica statue piece
15582		Pedaço da estátua			Statue piece
15583		Estátua			Statue
15584		Imagem demoníaca de jade			Jade demon statuette
15585		Imagem demoníaca topázio			Topaz demon statuette
15586		Imagem demoníaca safira			Sapphire demon statuette
15587		Imagem com esmeralda			Emerald demon statuette
15588		Imagem demoníaca com rubi			Ruby demon statuette
15589		Imagem com diamante			Diamond demon statuette
15590		Máscara de Dragith Nurn			Mask of Dragith Nurn
15591		Máscara (parte 1)			Mask part 1
15592		Máscara (parte 2)			Mask part 2
15593		Máscara (parte 3)			Mask part 3
15594		Máscara (parte 4)			Mask part 4
15595		Máscara (parte 5)			Mask part 5
15596		Espada de Reese			Reese's sword
15597		Autoarco de Kayle			Kayle's chargebow
15598		Cajado de Caitlin			Caitlin's staff
15599		Elmo de desafios			Helmet of trials
15600		Túnica do infinito			Infinity top
15601		Picture			Picture
15602		Chapéu do infinito			Infinity hat
15603		Picture			Picture
15604		Saias da túnica do infinito			Infinity bottoms
15605		Picture			Picture
15606		Túnica do infinito			Infinity top
15607		Picture			Picture
15608		Chapéu do infinito			Infinity hat
15609		Picture			Picture
15610		Saias da túnica do infinito			Infinity bottoms
15611		Picture			Picture
15612		Túnica do infinito			Infinity top
15613		Picture			Picture
15614		Chapéu do infinito			Infinity hat
15615		Picture			Picture
15616		Saias da túnica do infinito			Infinity bottoms
15617		Picture			Picture
15618		Túnica do infinito			Infinity top
15619		Picture			Picture
15620		Chapéu do infinito			Infinity hat
15621		Picture			Picture
15622		Saias da túnica do infinito			Infinity bottoms
15623		Picture			Picture
15624		Elmo de desafios			Helmet of trials
15625		Máscara de Dragith Nurn			Mask of dragith nurn
15626		Guardião rúnico			Rune guardian
15627		Guardião rúnico			Rune guardian
15628		Guardião rúnico			Rune guardian
15629		Guardião rúnico			Rune guardian
15630		Guardião rúnico			Rune guardian
15631		Guardião rúnico			Rune guardian
15632		Guardião rúnico			Rune guardian
15633		Guardião rúnico			Rune guardian
15634		Guardião rúnico			Rune guardian
15635		Guardião rúnico			Rune guardian
15636		Guardião rúnico			Rune guardian
15637		Guardião rúnico			Rune guardian
15638		Guardião rúnico			Rune guardian
15639		Guardião rúnico			Rune guardian
15640		Picture			Picture
15641		Picture			Picture
15642		Picture			Picture
15643		Picture			Picture
15644		Picture			Picture
15645		Picture			Picture
15646		Picture			Picture
15647		Picture			Picture
15648		Cartão de pontuação			Fish Flingers scorecard
15666		Caixa de pesca do iniciante			Beginner's tackle box
15667		Caixa de pesca básica			Basic tackle box
15668		Caixa de pesca padrão			Standard tackle box
15669		Caixa de pesca profissional			Professional tackle box
15670		Caixa de pesca do campeão			Champion's tackle box
15671		Manual			Manual
15672		Diário de Roddeck			Roddeck's diary
15673		Orelhas de esquilo			Squirrel ears
15674		Caixa de encomenda			Delivery box
15675		Mapa de entregas			Delivery map
15676		Roda dentada limpa			Clean cog
15677		Cano limpo			Clean pipe
15678		Pistões limpos			Clean pistons
15679		Roda dentada suja			Dirty cog
15680		Cano sujo			Dirty pipe
15681		Pistões sujos			Dirty pistons
15682		Caixa de tintas			Glaze crate
15683		Círculo cromático			Glaze colour wheel
15684		Frasco de tinta vermelha			Vial of red glaze
15685		Frasco de tinta amarela			Vial of yellow glaze
15686		Frasco de tinta azul			Vial of blue glaze
15687		Tigela			Bowl
15688		Tigela de tinta preta			Bowl of black mess
15689		Tigela de tinta azul			Bowl of blue glaze
15690		Tigela de tinta vermelha			Bowl of red glaze
15691		Tigela de tinta amarela			Bowl of yellow glaze
15692		Tigela de tinta laranja			Bowl of orange glaze
15693		Tigela de tinta verde			Bowl of green glaze
15694		Tigela de tinta roxa			Bowl of purple glaze
15695		Tigela de tinta vinho			Bowl of vermillion glaze
15696		Tigela de tinta âmbar			Bowl of amber glaze
15697		Tigela de tinta verde clara			Bowl of chartreuse glaze
15698		Tigela de tinta azul claro			Bowl of aquamarine glaze
15699		Tigela de tinta anil			Bowl of indigo glaze
15700		Tigela de tinta magenta			Bowl of magenta glaze
15701		Arco escuro			Dark bow
15702		Arco escuro			Dark bow
15703		Arco escuro			Dark bow
15704		Arco escuro			Dark bow
15706		Capa de Dungeon			Dungeoneering cape
15707		Anel da afinidade			Ring of kinship
15708		Crônicas Misteriosas (volume 1)			Mysterious chronicle (part 1)
15709		Crônicas Misteriosas (volume 2)			Mysterious chronicle (part 2)
15710		Crônicas Misteriosas (volume 3)			Mysterious chronicle (part 3)
15711		Crônicas Misteriosas (volume 4)			Mysterious chronicle (part 4)
15712		Crônicas Misteriosas (volume 5)			Mysterious chronicle (part 5)
15713		Crônicas Misteriosas (volume 6)			Mysterious chronicle (part 6)
15714		Crônicas Misteriosas (volume 7)			Mysterious chronicle (part 7)
15715		Crônicas Misteriosas (volume 8)			Mysterious chronicle (part 8)
15716		Crônicas Misteriosas (volume 9)			Mysterious chronicle (part 9)
15717		Crônicas Misteriosas v. 10			Mysterious chronicle (part 10)
15718		Crônicas Misteriosas (volume11)			Mysterious chronicle (part 11)
15719		Crônicas Misteriosas v. 12			Mysterious chronicle (part 12)
15720		Crônicas Misteriosas (volume13)			Mysterious chronicle (part 13)
15721		Crônicas Misteriosas v. 14			Mysterious chronicle (part 14)
15722		Crônicas Misteriosas (volume15)			Mysterious chronicle (part 15)
15723		Crônicas Misteriosas v. 16			Mysterious chronicle (part 16)
15724		Crônicas Misteriosas (volume17)			Mysterious chronicle (part 17)
15725		Crônicas Misteriosas v. 18			Mysterious chronicle (part 18)
15726		Diário de Astea Gelateia			Astea frostweb's journal
15727		Rascunhos troll			Troll scrawlings
15728		Notas Glutanpopótamus v.1			Behemoth notes (part 1)
15729		Impactos Ambientais (v. 1)			Environmental effects (part 1)
15730		Notas Espreitador (vol. 1)			Stalker notes (part 1)
15731		Notas sobre Kal'gerion (vol. 1)			Kal'gerion notes (part 1)
15732		Diário de cicatrícia divina			Divine skinweaver's journal
15733		Rascunhos Trasgo			Hobgoblin scrawlings
15734		Notas Glutanpopótamus v.2			Behemoth notes (part 2)
15735		O Preço da Traição			The price of betrayal
15736		Recibos req. equipamento			Equipment requisition receipts
15737		Notas Glutanpopótamus v.3			Behemoth notes (part 3)
15738		Notas sobre Kal'Gerion (vol. 2)			Kal'gerion notes (part 2)
15739		Diário Rune-Aurélio-Scape			Lexicus runewright's journal
15740		Ordens Requisição Munição			Ammunition requisition orders
15741		Notas Espreitador (vol. 1)			Stalker notes (part 2)
15742		Notas Espreitador (vol. 3)			Stalker notes (part 3)
15743		Notas sobre Kal'Gerion (vol. 3)			Kal'gerion notes (part 3)
15744		Carta de M. e Thok (v. 1)			M. and thok letter (part 1)
15745		Carta de M. e Thok (v. 2)			M. and thok letter (part 2)
15746		Carta de M. e Thok (v. 3)			M. and thok letter (part 3)
15747		Carta de M. e Thok (v. 4)			M. and thok letter (part 4)
15748		Carta de M. e Thok (v. 5)			M. and thok letter (part 5)
15749		Carta de M. e Thok (v. 6)			M. and thok letter (part 6)
15750		Cristal do poder azul			Blue power crystal
15751		Cristal do poder verde			Green power crystal
15752		Cristal do poder vermelho			Red power crystal
15753		Pelejador de novita			Novite battleaxe
15755		Pelejador de bathus			Bathus battleaxe
15757		Pelejador de marmaros			Marmaros battleaxe
15759		Pelejador de kratonita			Kratonite battleaxe
15761		Pelejador de fractita			Fractite battleaxe
15763		Pelejador de zephyria			Zephyrium battleaxe
15765		Pelejador de argonita			Argonite battleaxe
15767		Pelejador de katagon			Katagon battleaxe
15769		Pelejador de gorgonita			Gorgonite battleaxe
15771		Pelejador de promécio			Promethium battleaxe
15773		Pelejador primal			Primal battleaxe
15775		Arco curto de mirtácea (a)			Tangle gum shortbow (b)
15776		Arco curto de olmo (a)			Seeping elm shortbow (b)
15777		Arco curto de evônio (a)			Blood spindle shortbow (b)
15778		Arco curto de utuku (a)			Utuku shortbow (b)
15779		Arco curto de espinheiro (a)			Spinebeam shortbow (b)
15780		Arco curto de retorceira (a)			Bovistrangler shortbow (b)
15781		Arco curto de thigate (a)			Thigat shortbow (b)
15782		Arco curto de sarça (a)			Corpsethorn shortbow (b)
15783		Arco curto de entorca (a)			Entgallow shortbow (b)
15784		Arco curto de macabreira (a)			Grave creeper shortbow (b)
15785		Arco curto sagitário (a)			Sagittarian shortbow (b)
15786		Botas de urtiglós (a)			Salve shoes (b)
15787		Botas de selvagrião (a)			Wildercress shoes (b)
15788		Botas de exfolha (a)			Blightleaf shoes (b)
15789		Botas de rubrorrosa (a)			Roseblood shoes (b)
15790		Botas de bryll (a)			Bryll shoes (b)
15791		Botas de aurorinha (a)			Duskweed shoes (b)
15792		Botas de almassino (a)			Soulbell shoes (b)
15793		Ectobotas (a)			Ectoshoes (b)
15794		Botas de runafólio (a)			Runic shoes (b)
15795		Botas de floralma (a)			Spiritbloom shoes (b)
15796		Botas celestiais (a)			Celestial shoes (b)
15797		Saia da túnica de urtiglós (a)			Salve robe bottom (b)
15798		Saia da túnica de selvagrião (a)			Wildercress robe bottom (b)
15799		Saia da túnica de exfolha (a)			Blightleaf robe bottom (b)
15800		Saia da túnica rubrorrosa (a)			Roseblood robe bottom (b)
15801		Saia da túnica de bryll (a)			Bryll robe bottom (b)
15802		Saia da túnica aurorinha (a)			Duskweed robe bottom (b)
15803		Saia da túnica almassino (a)			Soulbell robe bottom (b)
15804		Ectossaia de túnica (a)			Ectorobe bottom (b)
15805		Saia da túnica de runafólio (a)			Runic robe bottom (b)
15806		Saia da túnica de floralma (a)			Spiritbloom robe bottom (b)
15807		Saia da túnica celestial (a)			Celestial robe bottom (b)
15808		Escudo de novita (a)			Novite kiteshield (b)
15809		Escudo de bathus (a)			Bathus kiteshield (b)
15810		Escudo primal (a)			Marmaros kiteshield (b)
15811		Escudo de kratonita (a)			Kratonite kiteshield (b)
15812		Escudo de fractita (a)			Fractite kiteshield (b)
15813		Escudo de zephyria (a)			Zephyrium kiteshield (b)
15814		Escudo de argonita (a)			Argonite kiteshield (b)
15815		Escudo de katagon (a)			Katagon kiteshield (b)
15816		Escudo de gorgonita (a)			Gorgonite kiteshield (b)
15817		Escudo de promécio (a)			Promethium kiteshield (b)
15818		Escudo primal (a)			Primal kiteshield (b)
15819		Bracelete de precisão prateado (a)			Silver precision bracelet (b)
15820		Bracelete de precisão dourado (a)			Golden precision bracelet (b)
15821		Botas de súpeto (a)			Sunstriker boots (b)
15822		Botas de apontar (a)			Marksman boots (b)
15823		Botas do fascínio (a)			Incantor's boots (b)
15824		Botas de feiticeiro (a)			Sorcerer's boots (b)
15825		Defensor de fogo (a)			Flameburst defender (b)
15826		Adaga de gelus (a)			Frostbite dagger (b)
15827		Adaga de granizo (a)			Hailstorm dagger (b)
15828		Capuz de seda obscura (a)			Shadow silk hood (b)
15829		Botas de absorção (a)			Absorption boots (b)
15830		Botas do aterro (a)			Grounding boots (b)
15831		Protetor do defensor (a)			Protector's ward (b)
15832		Protetor Guardião (a)			Guardian's ward (b)
15833		Talismã espiateiro (a)			Seeker's charm (b)
15834		Colar do sangue (a)			Blood necklace (b)
15835		Cajado da perdição (a)			Doomcore staff (b)
15836		Arco Caçarrex (a)			Hexhunter bow (b)
15837		Túnica de urtiglós (a)			Salve robe top (b)
15838		Túnica de selvagrião (a)			Wildercress robe top (b)
15839		Túnica de exfolha (a)			Blightleaf robe top (b)
15840		Túnica de rubrorrosa (a)			Roseblood robe top (b)
15841		Túnica de bryll (a)			Bryll robe top (b)
15842		Túnica de aurorinha (a)			Duskweed robe top (b)
15843		Túnica de almassino (a)			Soulbell robe top (b)
15844		Ectotúnica (a)			Ectorobe top (b)
15845		Túnica de runafólio (a)			Runic robe top (b)
15846		Túnica de floralma (a)			Spiritbloom robe top (b)
15847		Túnica celestial (a)			Celestial robe top (b)
15848		Adaga de novita (a)			Novite dagger (b)
15849		Adaga de novita (v) (a)			Novite dagger (p) (b)
15850		Adaga de novita (v+) (a)			Novite dagger (p+) (b)
15851		Adaga de novita (v++) (a)			Novite dagger (p++) (b)
15852		Adaga de bathus (a)			Bathus dagger (b)
15853		Adaga de bathus (v) (a)			Bathus dagger (p) (b)
15854		Adaga de bathus (v+) (a)			Bathus dagger (p+) (b)
15855		Adaga de bathus (v++) (a)			Bathus dagger (p++) (b)
15856		Adaga de marmaros (a)			Marmaros dagger (b)
15857		Adaga de marmaros (v) (a)			Marmaros dagger (p) (b)
15858		Adaga de marmaros (v+) (a)			Marmaros dagger (p+) (b)
15859		Adaga de marmaros (v++) (a)			Marmaros dagger (p++) (b)
15860		Adaga de kratonita (a)			Kratonite dagger (b)
15861		Adaga de kratonita (v) (a)			Kratonite dagger (p) (b)
15862		Adaga de kratonita (v+) (a)			Kratonite dagger (p+) (b)
15863		Adaga de kratonita (v++) (a)			Kratonite dagger (p++) (b)
15864		Adaga de fractita (a)			Fractite dagger (b)
15865		Adaga de fractita (v) (a)			Fractite dagger (p) (b)
15866		Adaga de fractita (v+) (a)			Fractite dagger (p+) (b)
15867		Adaga de fractita (v++) (a)			Fractite dagger (p++) (b)
15868		Adaga de zephyria (a)			Zephyrium dagger (b)
15869		Adaga de zephyria (v) (a)			Zephyrium dagger (p) (b)
15870		Adaga de zephyria (v+) (a)			Zephyrium dagger (p+) (b)
15871		Adaga de zephyria (v++) (a)			Zephyrium dagger (p++) (b)
15872		Adaga de argonita (a)			Argonite dagger (b)
15873		Adaga de argonita (v) (a)			Argonite dagger (p) (b)
15874		Adaga de argonita (v+) (a)			Argonite dagger (p+) (b)
15875		Adaga de argonita (v++) (a)			Argonite dagger (p++) (b)
15876		Adaga de katagon (a)			Katagon dagger (b)
15877		Adaga de katagon (v) (a)			Katagon dagger (p) (b)
15878		Adaga de katagon (v+) (a)			Katagon dagger (p+) (b)
15879		Adaga de katagon (v++) (a)			Katagon dagger (p++) (b)
15880		Adaga de gorgonita (a)			Gorgonite dagger (b)
15881		Adaga de gorgonita (v) (a)			Gorgonite dagger (p) (b)
15882		Adaga de gorgonita (v+) (a)			Gorgonite dagger (p+) (b)
15883		Adaga de gorgonita (v++) (a)			Gorgonite dagger (p++) (b)
15884		Adaga de promécio (a)			Promethium dagger (b)
15885		Adaga de promécio (v) (a)			Promethium dagger (p) (b)
15886		Adaga de promécio (v+)(a)			Promethium dagger (p+) (b)
15887		Adaga de promécio (v++) (a)			Promethium dagger (p++) (b)
15888		Adaga primal (a)			Primal dagger (b)
15889		Adaga primal (v) (a)			Primal dagger (p) (b)
15890		Adaga primal (v+) (a)			Primal dagger (p+) (b)
15891		Adaga primal (v++) (a)			Primal dagger (p++) (b)
15892		Capuz de urtiglós (a)			Salve hood (b)
15893		Capuz de selvagrião (a)			Wildercress hood (b)
15894		Capuz de exfolha (a)			Blightleaf hood (b)
15895		Capuz de rubrorrosa (a)			Roseblood hood (b)
15896		Capuz de bryll (a)			Bryll hood (b)
15897		Capuz de aurorinha (a)			Duskweed hood (b)
15898		Capuz de almassino (a)			Soulbell hood (b)
15899		Ectocapuz (a)			Ectohood (b)
15900		Capuz de runafólio (a)			Runic hood (b)
15901		Capuz de floralma (a)			Spiritbloom hood (b)
15902		Capuz celestial (a)			Celestial hood (b)
15903		Arco longo de mirtácea (a)			Tangle gum longbow (b)
15904		Arco longo de olmo (a)			Seeping elm longbow (b)
15905		Arco longo de evônio (a)			Blood spindle longbow (b)
15906		Arco longo de utuku (a)			Utuku longbow (b)
15907		Arco longo de espinheiro (a)			Spinebeam longbow (b)
15908		Arco longo de retorceira (a)			Bovistrangler longbow (b)
15909		Arco longo de thigate (a)			Thigat longbow (b)
15910		Arco longo de sarça (a)			Corpsethorn longbow (b)
15911		Arco longo de entorca (a)			Entgallow longbow (b)
15912		Arco longo de macabreira (a)			Grave creeper longbow (b)
15913		Arco longo sagitário (a)			Sagittarian longbow (b)
15914		Elmo de novita (a)			Novite full helm (b)
15915		Elmo de bathus (a)			Bathus full helm (b)
15916		Elmo de marmaros (a)			Marmaros full helm (b)
15917		Elmo de kratonita (a)			Kratonite full helm (b)
15918		Elmo de fractita (a)			Fractite full helm (b)
15919		Elmo de zephyria (a)			Zephyrium full helm (b)
15920		Elmo de argonita (a)			Argonite full helm (b)
15921		Elmo de katagon (a)			Katagon full helm (b)
15922		Elmo de gorgonita (a)			Gorgonite full helm (b)
15923		Elmo de promécio (a)			Promethium full helm (b)
15924		Elmo primal (a)			Primal full helm (b)
15925		Pernas de novita (a)			Novite platelegs (b)
15926		Pernas de bathus (a)			Bathus platelegs (b)
15927		Pernas de marmaros (a)			Marmaros platelegs (b)
15928		Pernas de kratonita (a)			Kratonite platelegs (b)
15929		Pernas de fractita (a)			Fractite platelegs (b)
15930		Pernas de zephyria (a)			Zephyrium platelegs (b)
15931		Pernas de argonita (a)			Argonite platelegs (b)
15932		Pernas de katagon (a)			Katagon platelegs (b)
15933		Pernas de gorgonita (a)			Gorgonite platelegs (b)
15934		Pernas de promécio (a)			Promethium platelegs (b)
15935		Pernas primais (a)			Primal platelegs (b)
15936		Manoplas de novita (a)			Novite gauntlets (b)
